id gender height weight age
5179 M 177 69 29
5180 M 162 71 34
5181 M 189 66 37
5182 M 176 66 37
5183 M 166 89 37
5184 F 173 45 32
5185 M 175 89 35
5186 M 160 74 30
5187 F 167 49 34
5188 M 189 66 32
5189 M 177 71 32
5190 M 163 83 27
5191 M 183 79 49
5192 M 165 76 42
5193 M 182 65 34
5194 M 189 60 48
5195 M 164 80 40
5196 M 172 85 37
5197 M 180 75 48
5198 M 170 65 32
5199 M 174 81 38
5200 F 174 46 27
5201 F 160 46 38
5202 M 174 87 26
5203 M 186 81 40
5204 F 168 47 39
5205 M 177 81 31
5206 M 162 60 31
5207 M 173 82 26
5208 M 165 82 33
5209 M 187 80 42
5210 M 171 86 48
5211 M 185 87 27
5212 F 156 47 24
5213 M 183 65 44
5214 M 163 85 27
5215 M 185 77 33
5216 M 185 60 42
5217 M 171 83 35
5218 F 174 49 32
5219 F 171 48 31
5220 M 181 69 46
5221 M 183 88 27
5222 M 185 77 38
5223 F 163 46 25
5224 M 167 73 38
5225 F 164 47 29
5226 M 187 68 46
5227 F 159 47 21
5228 F 158 46 27
5229 F 156 48 22
5230 M 167 85 26
5231 F 155 49 38
5232 M 167 71 35
5233 M 188 67 39
5234 M 163 65 36
5235 M 177 60 26
5236 F 167 49 25
5237 M 162 63 42
5238 M 160 72 26
5239 M 161 70 35
5240 M 169 67 26
5241 M 163 77 34
5242 M 173 75 27
5243 F 170 47 33
5244 M 180 77 27
5245 M 188 88 32
5246 M 169 72 45
5247 M 169 73 25
5248 M 177 64 40
5249 M 162 73 44
5250 F 165 46 39
5251 M 180 84 33
5252 M 186 82 33
5253 M 167 67 41
5254 M 183 77 26
5255 M 168 83 35
5256 M 169 70 32
5257 F 160 45 29
5258 F 158 45 23
5259 F 163 46 34
5260 M 183 75 49
5261 M 168 80 30
5262 F 162 45 27
5263 F 157 47 37
5264 M 187 74 42
5265 M 181 88 29
5266 M 169 67 47
5267 F 161 48 34
5268 M 160 73 33
5269 M 174 70 48
5270 M 160 85 48
5271 M 172 82 36
5272 M 166 69 34
5273 M 180 87 29
5274 M 176 71 48
5275 M 182 76 33
5276 F 172 48 21
5277 M 174 68 38
5278 M 170 73 42
5279 M 177 65 44
5280 F 160 48 31
5281 M 165 78 48
5282 M 181 73 28
5283 M 182 87 43
5284 F 173 47 38
5285 F 165 45 35
5286 F 158 46 21
5287 F 163 49 34
5288 M 169 68 25
5289 F 160 48 30
5290 M 180 65 43
5291 M 170 70 34
5292 M 160 64 31
5293 F 160 48 26
5294 M 176 64 27
5295 M 167 63 47
5296 M 174 81 37
5297 F 169 45 23
5298 F 169 47 21
5299 F 174 48 21
5300 M 161 66 32
5301 F 162 49 20
5302 F 160 47 32
5303 M 162 74 30
5304 M 165 68 43
5305 M 166 71 27
5306 M 186 82 27
5307 F 163 45 21
5308 F 169 47 29
5309 M 162 79 49
5310 F 163 45 21
5311 M 163 79 42
5312 F 169 46 37
5313 M 163 74 38
5314 M 160 66 31
5315 M 166 67 36
5316 F 160 48 39
5317 M 166 61 26
5318 F 170 45 27
5319 F 156 49 22
5320 F 171 49 32
5321 M 165 68 33
5322 F 171 46 30
5323 M 188 72 27
5324 M 163 69 32
5325 F 158 49 31
5326 F 167 48 34
5327 F 171 46 28
5328 M 173 88 47
5329 M 175 75 44
5330 F 166 45 25
5331 M 164 65 30
5332 M 167 81 44
5333 F 174 46 28
5334 M 163 77 29
5335 M 188 86 41
5336 F 172 45 32
5337 M 187 61 33
5338 M 171 89 37
5339 F 168 48 38
5340 M 163 64 35
5341 F 158 48 37
5342 F 160 49 38
5343 F 156 45 21
5344 F 156 45 32
5345 M 174 67 40
5346 M 170 79 41
5347 M 188 70 35
5348 F 166 48 37
5349 F 159 48 21
5350 M 175 86 41
5351 M 186 66 28
5352 M 182 68 48
5353 M 167 75 33
5354 M 178 88 34
5355 F 155 45 27
5356 M 185 66 44
5357 M 189 60 36
5358 F 174 45 29
5359 F 167 46 35
5360 M 185 76 30
5361 M 175 89 40
5362 M 176 89 45
5363 M 171 85 25
5364 M 172 60 39
5365 F 162 47 21
5366 F 157 46 33
5367 F 161 49 24
5368 M 170 80 28
5369 F 173 48 35
5370 M 162 76 34
5371 M 187 77 36
5372 M 161 66 37
5373 M 170 66 47
5374 F 174 48 27
5375 F 167 46 35
5376 M 166 71 29
5377 M 160 84 38
5378 M 176 63 42
5379 M 163 80 30
5380 M 166 68 25
5381 F 170 49 35
5382 M 175 68 37
5383 M 181 80 36
5384 M 176 83 29
5385 M 186 84 33
5386 F 158 47 36
5387 M 172 89 30
5388 M 186 78 44
5389 F 161 48 32
5390 M 188 63 28
5391 F 167 45 37
5392 M 171 69 39
5393 M 187 71 48
5394 M 168 75 36
5395 F 165 48 21
5396 M 174 75 44
5397 F 157 49 38
5398 F 158 49 29
5399 M 174 87 37
5400 M 187 73 47
5401 F 156 47 31
5402 M 163 76 39
5403 M 174 77 37
5404 M 182 83 32
5405 F 172 45 23
5406 F 166 47 39
5407 F 169 45 35
5408 M 178 82 42
5409 M 186 89 39
5410 M 177 70 48
5411 F 161 48 31
5412 M 178 75 35
5413 F 158 46 33
5414 M 182 63 37
5415 M 161 83 35
5416 M 183 80 39
5417 M 178 73 35
5418 M 170 65 33
5419 F 157 46 35
5420 F 174 47 38
5421 M 161 68 39
5422 M 166 71 35
5423 M 161 77 39
5424 M 174 63 44
5425 M 172 88 40
5426 M 176 68 48
5427 M 170 64 48
5428 F 165 45 30
5429 F 156 46 32
5430 M 186 76 44
5431 M 173 76 36
5432 M 171 63 31
5433 F 165 45 26
5434 F 163 49 31
5435 M 166 61 49
5436 M 163 87 47
5437 M 182 87 46
5438 M 170 79 48
5439 M 177 79 42
5440 F 168 47 21
5441 M 164 86 47
5442 M 187 62 37
5443 M 169 74 42
5444 M 180 61 41
5445 M 171 72 25
5446 M 178 69 44
5447 F 173 46 27
5448 F 160 49 29
5449 M 177 80 32
5450 F 171 49 22
5451 M 188 70 37
5452 M 174 71 28
5453 M 163 80 42
5454 M 170 60 28
5455 F 162 47 34
5456 M 189 66 48
5457 M 161 85 29
5458 F 166 46 28
5459 M 182 89 43
5460 F 171 46 30
5461 M 168 70 49
5462 M 181 77 44
5463 F 165 45 36
5464 F 170 47 30
5465 M 185 79 48
5466 F 166 45 23
5467 M 181 81 35
5468 M 163 72 35
5469 F 167 47 31
5470 F 157 49 37
5471 F 157 49 29
5472 M 189 66 44
5473 M 178 80 35
5474 M 175 66 27
5475 M 177 73 45
5476 M 178 60 44
5477 M 188 66 34
5478 M 165 66 49
5479 M 163 62 29
5480 F 174 47 31
5481 M 180 66 30
5482 M 165 73 46
5483 M 166 64 48
5484 M 175 63 42
5485 F 162 45 34
5486 M 176 78 45
5487 M 173 65 42
5488 M 186 62 44
5489 M 188 88 47
5490 M 182 84 33
5491 M 180 87 47
5492 M 164 74 45
5493 M 183 80 47
5494 F 157 47 26
5495 M 184 61 43
5496 M 160 63 43
5497 M 179 88 48
5498 M 160 67 27
5499 M 165 87 25
5500 M 189 76 46
5501 M 181 85 39
5502 F 164 46 24
5503 F 171 49 30
5504 M 162 70 48
5505 F 158 49 21
5506 F 163 49 35
5507 M 187 80 44
5508 M 164 79 37
5509 M 170 84 39
5510 M 184 66 34
5511 M 175 72 28
5512 F 155 45 31
5513 M 178 73 29
5514 M 171 73 45
5515 M 164 72 40
5516 M 165 79 35
5517 M 180 80 44
5518 F 166 48 24
5519 M 169 88 25
5520 M 174 85 43
5521 M 163 73 37
5522 M 179 86 25
5523 M 183 78 48
5524 M 170 61 43
5525 M 167 85 31
5526 M 162 68 46
5527 M 166 89 49
5528 M 183 79 48
5529 M 185 79 39
5530 F 174 45 36
5531 F 163 49 22
5532 M 175 72 38
5533 F 155 45 32
5534 M 189 71 34
5535 M 182 60 36
5536 M 170 83 29
5537 M 160 71 38
5538 F 173 48 20
5539 M 167 84 33
5540 M 171 72 40
5541 M 177 84 49
5542 M 167 87 33
5543 M 160 87 31
5544 F 160 46 33
5545 M 187 61 47
5546 F 168 49 30
5547 M 166 73 36
5548 M 160 82 39
5549 M 186 84 34
5550 F 157 47 27
5551 M 164 88 46
5552 F 159 48 20
5553 M 160 82 29
5554 M 165 61 30
5555 M 177 71 34
5556 F 161 47 32
5557 F 166 49 25
5558 M 180 74 47
5559 M 181 76 33
5560 M 174 81 26
5561 F 166 45 21
5562 M 168 85 29
5563 M 163 89 38
5564 M 172 80 38
5565 F 161 47 38
5566 M 186 88 28
5567 M 165 79 40
5568 M 164 74 47
5569 M 189 77 36
5570 F 169 46 22
5571 M 180 66 36
5572 M 162 76 32
5573 M 182 65 41
5574 M 170 77 45
5575 M 179 72 32
5576 F 164 46 32
5577 M 161 60 48
5578 M 166 89 28
5579 M 180 68 48
5580 M 177 65 41
5581 M 170 60 41
5582 M 169 68 26
5583 F 161 47 33
5584 M 169 60 35
5585 M 169 72 48
5586 M 170 63 32
5587 M 165 85 32
5588 M 177 80 28
5589 M 184 70 43
5590 M 178 83 34
5591 M 168 65 40
5592 F 163 48 39
5593 M 174 82 26
5594 M 161 85 47
5595 F 168 48 26
5596 M 176 76 32
5597 F 168 45 28
5598 M 163 87 40
5599 F 171 48 29
5600 M 186 87 42
5601 F 159 46 34
5602 F 174 47 23
5603 F 161 46 25
5604 M 177 72 48
5605 M 188 87 47
5606 M 166 80 30
5607 M 160 83 40
5608 F 164 46 33
5609 M 189 74 46
5610 M 175 76 37
5611 M 176 72 40
5612 M 175 78 45
5613 F 170 47 25
5614 M 160 63 44
5615 M 188 61 26
5616 M 172 71 46
5617 F 170 46 26
5618 F 170 47 38
5619 F 160 46 23
5620 M 189 82 26
5621 M 164 64 46
5622 F 169 48 24
5623 M 182 60 27
5624 F 159 48 30
5625 M 176 61 44
5626 M 174 73 28
5627 F 161 46 37
5628 M 173 71 42
5629 M 170 64 43
5630 M 170 83 43
5631 M 174 75 48
5632 M 165 62 49
5633 M 180 71 49
5634 M 178 69 27
5635 F 158 45 21
5636 F 166 45 34
5637 F 164 46 39
5638 M 189 68 40
5639 M 175 68 39
5640 M 160 76 37
5641 M 175 60 39
5642 F 168 48 25
5643 F 156 48 27
5644 M 185 81 41
5645 M 175 68 45
5646 M 177 85 41
5647 F 158 48 39
5648 M 179 75 37
5649 F 165 46 27
5650 M 169 79 28
5651 M 188 70 33
5652 M 180 80 34
5653 M 175 85 35
5654 M 188 76 37
5655 M 166 81 41
5656 M 183 64 28
5657 F 156 45 33
5658 M 173 68 35
5659 M 189 74 44
5660 M 163 79 31
5661 M 185 61 43
5662 M 161 84 48
5663 M 169 72 25
5664 F 155 49 22
5665 M 170 74 40
5666 M 187 62 48
5667 F 159 46 30
5668 M 168 68 45
5669 F 174 46 32
5670 M 185 85 42
5671 M 185 89 25
5672 M 182 75 28
5673 F 169 46 33
5674 M 176 86 48
5675 F 170 46 21
5676 M 174 68 31
5677 M 164 80 42
5678 F 169 46 29
5679 M 184 71 46
5680 F 160 48 38
5681 M 176 81 43
5682 F 173 45 32
5683 F 161 45 26
5684 F 155 47 29
5685 F 161 48 30
5686 M 168 76 49
5687 F 163 45 38
5688 M 180 69 25
5689 M 160 63 37
5690 F 165 47 27
5691 M 166 61 27
5692 F 172 45 35
5693 F 162 47 30
5694 M 175 76 25
5695 M 168 79 26
5696 F 160 49 28
5697 M 172 88 26
5698 F 168 47 37
5699 M 161 72 27
5700 M 187 66 41
5701 M 187 71 49
5702 M 163 85 29
5703 M 185 88 28
5704 M 164 74 43
5705 M 182 63 39
5706 M 178 71 35
5707 M 185 81 30
5708 M 166 82 49
5709 M 177 81 29
5710 F 171 47 33
5711 F 160 46 24
5712 M 183 80 39
5713 M 160 88 45
5714 M 175 66 31
5715 M 189 82 49
5716 M 175 63 38
5717 M 162 78 39
5718 F 172 48 25
5719 M 187 84 44
5720 M 177 77 45
5721 M 174 89 32
5722 F 170 45 38
5723 M 186 88 25
5724 M 183 84 35
5725 M 187 73 39
5726 F 169 49 23
5727 M 169 77 48
5728 M 177 72 27
5729 M 172 73 44
5730 F 173 46 37
5731 M 173 60 36
5732 F 163 48 27
5733 M 160 85 41
5734 M 167 88 44
5735 M 188 60 49
5736 F 168 49 37
5737 F 168 45 27
5738 M 174 73 48
5739 M 170 89 33
5740 M 168 82 25
5741 M 181 63 44
5742 F 169 45 33
5743 F 163 46 20
5744 M 164 71 36
5745 M 171 82 35
5746 M 177 76 41
5747 M 181 66 25
5748 M 172 68 25
5749 M 179 72 34
5750 F 170 47 25
5751 M 169 71 31
5752 M 169 76 34
5753 M 163 85 31
5754 M 169 88 41
5755 M 181 72 41
5756 F 173 48 25
5757 F 162 45 25
5758 M 163 75 46
5759 M 189 79 42
5760 M 163 70 38
5761 M 189 77 42
5762 M 163 68 42
5763 M 174 71 37
5764 M 174 79 33
5765 F 169 48 23
5766 M 179 64 48
5767 M 165 87 42
5768 M 179 79 44
5769 F 173 46 23
5770 F 163 47 21
5771 M 180 62 45
5772 F 169 47 38
5773 M 175 74 26
5774 F 173 49 20
5775 F 173 47 25
5776 M 181 70 48
5777 M 183 83 30
5778 M 179 89 28
5779 F 157 46 35
5780 F 172 48 26
5781 F 174 48 32
5782 M 172 66 41
5783 F 156 48 30
5784 M 187 88 30
5785 M 187 73 29
5786 F 168 47 38
5787 M 164 79 49
5788 M 162 89 48
5789 M 167 71 36
5790 M 172 86 31
5791 F 161 49 31
5792 M 174 85 29
5793 M 161 71 42
5794 F 158 45 28
5795 F 169 47 37
5796 F 157 46 35
5797 M 178 74 37
5798 F 161 45 32
5799 M 177 83 36
5800 F 160 46 25
5801 M 188 87 29
5802 M 160 85 36
5803 M 160 73 35
5804 M 174 76 44
5805 F 160 45 33
5806 M 164 86 33
5807 M 176 67 45
5808 M 172 65 42
5809 M 160 66 49
5810 F 166 47 27
5811 M 170 80 40
5812 M 187 74 46
5813 M 167 67 25
5814 M 189 66 37
5815 F 168 49 21
5816 M 188 87 30
5817 F 156 49 20
5818 M 185 67 39
5819 M 173 88 34
5820 M 189 62 45
5821 M 172 88 46
5822 M 165 76 28
5823 M 175 64 49
5824 M 179 84 46
5825 M 168 87 25
5826 F 155 46 26
5827 M 165 85 28
5828 M 176 62 27
5829 M 189 77 38
5830 F 163 47 21
5831 M 169 88 41
5832 F 172 48 34
5833 M 165 74 45
5834 M 170 61 27
5835 M 167 85 40
5836 F 157 49 33
5837 M 165 63 41
5838 M 162 84 27
5839 F 165 45 24
5840 F 169 45 34
5841 M 161 82 30
5842 M 184 78 48
5843 M 173 83 45
5844 M 171 79 31
5845 F 173 48 36
5846 F 171 47 27
5847 F 169 45 33
5848 M 173 64 45
5849 M 185 68 48
5850 M 172 64 39
5851 M 170 84 31
5852 M 184 85 27
5853 M 181 70 25
5854 M 171 68 31
5855 F 169 45 23
5856 M 183 79 29
5857 F 172 48 32
5858 F 169 49 34
5859 M 163 69 30
5860 F 171 45 31
5861 M 161 87 36
5862 M 187 67 38
5863 M 160 71 31
5864 F 166 47 28
5865 M 169 84 28
5866 M 179 89 49
5867 M 185 68 36
5868 M 165 61 31
5869 F 159 48 36
5870 M 174 78 42
5871 F 173 47 27
5872 M 178 81 44
5873 M 166 86 39
5874 M 161 72 42
5875 M 187 69 28
5876 F 173 48 35
5877 M 188 68 27
5878 F 158 46 25
5879 M 160 64 42
5880 M 169 76 43
5881 M 187 89 39
5882 F 157 45 36
5883 F 172 47 37
5884 M 165 63 35
5885 M 162 68 35
5886 M 171 65 43
5887 M 177 70 29
5888 F 168 49 26
5889 F 156 47 39
5890 F 170 47 32
5891 F 161 46 21
5892 M 189 67 25
5893 M 167 80 33
5894 M 184 85 32
5895 M 169 70 33
5896 F 161 49 28
5897 M 171 77 32
5898 M 162 64 49
5899 M 180 63 42
5900 M 167 70 31
5901 M 189 78 26
5902 M 161 66 31
5903 M 173 86 25
5904 M 179 65 36
5905 F 168 46 33
5906 M 164 81 44
5907 M 188 89 40
5908 M 176 86 47
5909 F 157 47 24
5910 F 158 48 31
5911 M 189 89 27
5912 M 160 60 29
5913 M 168 60 40
5914 M 178 64 31
5915 F 169 47 33
5916 M 187 81 48
5917 M 170 89 42
5918 M 168 63 30
5919 M 163 74 42
5920 M 171 65 42
5921 F 155 45 39
5922 M 163 88 45
5923 F 168 48 24
5924 M 166 71 37
5925 M 187 63 32
5926 F 156 46 20
5927 M 169 88 36
5928 M 181 62 41
5929 M 161 70 42
5930 M 188 86 38
5931 M 170 61 44
5932 M 167 69 44
5933 M 168 86 38
5934 F 170 47 21
5935 M 162 77 37
5936 F 173 45 36
5937 M 187 76 42
5938 M 168 65 33
5939 M 176 77 27
5940 F 167 49 30
5941 M 187 87 40
5942 F 169 49 29
5943 M 160 74 27
5944 M 183 85 27
5945 F 166 49 20
5946 M 169 64 32
5947 M 169 83 38
5948 M 167 86 46
5949 M 189 83 26
5950 M 165 73 41
5951 M 162 86 48
5952 M 164 73 39
5953 M 172 73 27
5954 M 164 62 34
5955 M 186 88 42
5956 M 163 65 43
5957 F 166 46 26
5958 M 172 81 34
5959 M 169 64 47
5960 F 167 47 37
5961 M 170 66 48
5962 F 164 49 39
5963 M 163 71 33
5964 M 170 88 38
5965 M 163 87 43
5966 M 179 71 27
5967 M 176 65 48
5968 F 172 49 23
5969 F 164 49 21
5970 M 180 60 48
5971 M 182 75 36
5972 M 166 75 46
5973 M 169 89 29
5974 M 170 87 26
5975 M 189 84 40
5976 M 175 65 33
5977 F 157 47 26
5978 M 188 74 36
5979 F 167 45 27
5980 M 160 69 40
5981 M 189 75 29
5982 F 164 48 20
5983 M 176 84 47
5984 M 165 83 25
5985 F 162 46 38
5986 M 180 67 34
5987 M 188 63 46
5988 F 166 48 26
5989 M 173 81 26
5990 F 172 46 23
5991 F 168 47 35
5992 M 174 89 45
5993 M 160 60 45
5994 M 176 72 47
5995 F 168 47 27
5996 M 171 70 27
5997 F 164 48 33
5998 M 179 87 37
5999 F 160 47 23
6000 F 160 47 29
6001 M 179 75 39
6002 M 166 61 36
6003 M 178 70 41
6004 M 165 68 44
6005 F 156 47 32
6006 M 170 61 33
6007 M 160 76 25
6008 M 169 64 27
6009 M 187 78 36
6010 M 163 61 43
6011 M 185 72 46
6012 F 162 47 39
6013 F 173 49 32
6014 M 179 88 32
6015 F 159 46 35
6016 F 155 47 33
6017 F 173 46 25
6018 M 183 70 26
6019 M 181 63 40
6020 M 166 86 47
6021 M 177 81 29
6022 F 164 45 26
6023 M 188 82 46
6024 M 184 76 45
6025 M 167 78 47
6026 M 182 82 30
6027 M 164 66 45
6028 M 185 62 42
6029 M 187 84 43
6030 M 171 61 27
6031 M 172 83 28
6032 F 168 49 30
6033 F 160 47 37
6034 M 167 86 34
6035 F 158 49 33
6036 F 173 49 22
6037 F 156 47 28
6038 M 172 71 31
6039 M 179 88 27
6040 M 180 70 39
6041 F 165 46 36
6042 M 161 64 39
6043 M 162 81 30
6044 M 166 82 48
6045 M 183 77 40
6046 M 167 86 39
6047 M 167 85 43
6048 F 163 47 35
6049 M 178 62 31
6050 M 185 68 49
6051 M 185 81 25
6052 F 174 48 32
6053 F 168 49 33
6054 F 161 46 23
6055 M 170 87 49
6056 M 187 75 46
6057 M 176 82 30
6058 M 165 86 40
6059 M 161 70 36
6060 F 163 45 25
6061 M 181 84 45
6062 M 173 69 49
6063 M 169 78 46
6064 M 182 87 43
6065 M 176 70 29
6066 F 155 46 37
6067 F 156 45 23
6068 M 171 85 31
6069 M 169 72 49
6070 F 157 48 27
6071 M 188 71 46
6072 M 182 80 36
6073 M 182 73 38
6074 M 183 66 34
6075 M 187 81 38
6076 M 178 83 36
6077 F 174 46 21
6078 M 189 60 41
6079 M 188 79 25
6080 F 162 45 21
6081 F 164 48 36
6082 M 184 68 26
6083 M 183 88 48
6084 M 176 74 41
6085 F 159 46 20
6086 F 161 45 30
6087 F 160 47 31
6088 M 176 71 25
6089 M 173 60 28
6090 M 162 62 39
6091 M 173 67 43
6092 M 185 68 31
6093 M 162 63 48
6094 M 165 68 44
6095 M 173 85 34
6096 F 158 47 23
6097 M 164 71 27
6098 F 164 47 23
6099 M 173 72 47
6100 M 187 74 49
6101 M 189 63 38
6102 M 180 71 39
6103 M 180 77 49
6104 M 170 73 36
6105 F 167 46 31
6106 M 175 80 48
6107 F 172 46 31
6108 F 174 46 24
6109 F 174 45 37
6110 M 180 78 41
6111 M 164 86 38
6112 M 166 84 26
6113 M 161 77 44
6114 M 168 71 38
6115 M 163 71 36
6116 M 166 80 37
6117 M 167 76 48
6118 F 171 45 29
6119 F 169 49 25
6120 M 172 68 27
6121 M 177 81 46
6122 M 178 73 33
6123 M 168 76 44
6124 F 169 48 27
6125 M 169 77 25
6126 F 157 49 31
6127 M 186 72 35
6128 M 171 79 26
6129 M 184 65 31
6130 M 173 62 25
6131 M 173 68 41
6132 M 189 68 49
6133 M 185 64 31
6134 M 189 61 43
6135 M 187 88 27
6136 F 158 48 28
6137 M 186 85 27
6138 F 161 46 34
6139 M 182 61 29
6140 M 163 71 45
6141 M 184 64 32
6142 M 186 78 33
6143 F 174 46 37
6144 F 170 47 27
6145 M 177 61 49
6146 F 168 48 24
6147 M 168 80 32
6148 F 161 46 30
6149 F 169 48 36
6150 F 171 48 25
6151 M 163 86 33
6152 F 160 49 23
6153 M 177 79 43
6154 M 179 62 48
6155 F 164 49 28
6156 F 162 48 37
6157 M 186 69 35
6158 M 167 85 40
6159 F 164 46 24
6160 M 161 87 30
6161 M 188 66 41
6162 F 156 49 30
6163 M 160 87 44
6164 M 187 69 40
6165 M 181 80 42
6166 M 178 85 46
6167 M 161 70 29
6168 M 182 75 32
6169 M 186 89 29
6170 F 174 45 25
6171 M 185 79 29
6172 M 162 89 31
6173 M 174 80 28
6174 M 182 62 25
6175 M 186 63 35
6176 M 162 66 35
6177 M 172 61 33
6178 M 182 84 30
6179 M 165 88 39
6180 F 167 45 31
6181 M 165 65 27
6182 M 178 78 46
6183 M 164 75 42
6184 F 165 46 26
6185 F 156 48 22
6186 M 182 74 39
6187 M 167 76 39
6188 M 187 72 29
6189 M 173 64 38
6190 F 165 48 22
6191 F 170 46 37
6192 F 156 45 32
6193 M 178 69 31
6194 M 162 71 30
6195 M 189 69 26
6196 M 179 69 41
6197 M 176 74 27
6198 F 171 49 38
6199 M 187 71 32
6200 F 173 47 23
6201 M 185 65 42
6202 M 181 68 46
6203 M 188 75 32
6204 M 170 76 38
6205 M 186 61 40
6206 M 186 74 48
6207 M 185 76 38
6208 F 171 48 31
6209 F 159 48 35
6210 M 181 87 28
6211 F 157 46 30
6212 M 176 72 48
6213 F 157 46 22
6214 F 162 49 29
6215 M 166 85 25
6216 F 169 48 26
6217 M 171 89 35
6218 M 180 89 29
6219 M 182 88 45
6220 F 171 45 24
6221 M 161 84 40
6222 M 183 64 38
6223 M 181 76 39
6224 M 168 67 42
6225 M 189 70 33
6226 M 162 79 39
6227 F 157 47 27
6228 F 172 47 21
6229 M 178 63 46
6230 F 172 46 28
6231 F 173 45 38
6232 M 183 69 48
6233 M 186 88 27
6234 F 167 48 26
6235 M 176 70 46
6236 F 159 46 27
6237 M 168 77 44
6238 F 165 47 26
6239 M 181 85 26
6240 M 177 63 43
6241 M 175 61 40
6242 F 155 47 35
6243 M 179 84 35
6244 M 171 69 34
6245 M 167 81 28
6246 M 187 83 39
6247 M 184 69 45
6248 M 180 72 45
6249 M 181 76 32
6250 F 164 45 25
6251 M 179 65 38
6252 M 177 66 43
6253 F 168 47 35
6254 F 161 49 31
6255 M 180 62 37
6256 F 170 49 36
6257 F 167 45 33
6258 M 174 70 37
6259 F 162 46 22
6260 M 183 63 43
6261 M 182 62 37
6262 M 163 84 44
6263 M 179 71 31
6264 M 180 78 36
6265 F 172 47 22
6266 M 184 80 28
6267 M 165 71 42
6268 M 188 63 38
6269 F 158 46 32
6270 M 173 62 49
6271 F 161 48 31
6272 M 184 86 41
6273 F 172 45 22
6274 M 166 89 48
6275 M 188 65 43
6276 M 175 65 26
6277 F 157 48 22
6278 M 162 71 31
6279 M 165 65 46
6280 M 181 74 48
6281 F 169 46 22
6282 F 169 49 39
6283 M 178 72 27
6284 F 172 45 31
6285 M 173 85 42
6286 M 163 83 48
6287 M 187 73 46
6288 F 165 48 30
6289 M 167 67 41
6290 M 167 77 37
6291 F 173 46 28
6292 F 157 46 37
6293 M 179 81 48
6294 F 163 48 34
6295 M 176 79 40
6296 F 163 46 24
6297 M 160 71 46
6298 F 159 46 27
6299 F 171 48 32
6300 M 164 85 27
6301 M 182 70 39
6302 M 185 82 30
6303 M 171 69 41
6304 F 162 46 29
6305 M 165 85 38
6306 F 165 49 31
6307 M 181 71 46
6308 M 170 72 34
6309 M 162 76 43
6310 F 172 46 23
6311 F 161 45 27
6312 F 163 49 21
6313 M 183 79 26
6314 M 182 76 30
6315 M 163 81 35
6316 M 184 69 34
6317 F 163 45 33
6318 M 185 75 26
6319 M 167 67 27
6320 M 184 68 33
6321 F 165 46 33
6322 F 166 49 25
6323 M 181 75 26
6324 M 168 87 40
6325 M 171 82 30
6326 F 168 46 37
6327 M 184 85 27
6328 F 171 46 32
6329 M 179 86 38
6330 F 155 49 23
6331 M 164 76 25
6332 F 155 47 23
6333 M 163 85 34
6334 F 161 46 30
6335 M 176 65 31
6336 M 184 81 40
6337 M 188 73 32
6338 M 189 74 40
6339 F 173 47 39
6340 F 173 46 30
6341 F 171 46 21
6342 M 166 72 41
6343 F 163 49 36
6344 M 183 63 36
6345 M 184 68 46
6346 M 160 69 43
6347 M 164 80 38
6348 M 174 75 34
6349 M 173 65 46
6350 M 166 76 40
6351 M 189 81 34
6352 F 173 49 25
6353 F 173 47 27
6354 F 168 45 22
6355 M 186 78 40
6356 F 158 47 23
6357 M 165 60 46
6358 M 179 60 45
6359 F 155 48 34
6360 F 168 48 27
6361 M 167 69 35
6362 M 164 77 29
6363 M 183 70 35
6364 M 188 61 39
6365 M 185 64 34
6366 M 180 74 27
6367 M 172 80 36
6368 M 164 64 31
6369 M 160 85 35
6370 M 169 79 26
6371 M 169 83 40
6372 M 181 69 28
6373 F 161 49 34
6374 F 172 45 36
6375 M 186 89 25
6376 F 162 45 21
6377 M 179 72 49
6378 F 157 48 27
6379 M 161 88 39
6380 M 180 86 27
6381 M 168 82 36
6382 M 171 75 48
6383 F 167 45 24
6384 M 173 76 37
6385 M 175 83 27
6386 M 169 64 29
6387 F 174 48 32
6388 M 167 79 30
6389 M 162 71 27
6390 F 160 46 32
6391 M 177 86 49
6392 M 175 87 47
6393 F 162 45 24
6394 M 172 69 41
6395 M 181 87 43
6396 F 156 47 31
6397 M 186 80 40
6398 M 179 60 35
6399 M 161 70 33
6400 F 174 49 29
6401 M 167 88 45
6402 F 161 46 31
6403 F 163 45 26
6404 F 166 47 26
6405 M 176 87 48
6406 M 174 68 30
6407 M 164 66 46
6408 M 165 87 45
6409 M 178 64 37
6410 M 179 81 29
6411 M 184 77 37
6412 M 160 70 26
6413 M 175 76 33
6414 F 155 49 31
6415 M 181 87 48
6416 M 164 71 43
6417 M 165 86 48
6418 M 160 85 31
6419 F 169 46 31
6420 M 189 67 44
6421 M 168 69 26
6422 F 166 49 21
6423 M 177 60 25
6424 M 169 77 38
6425 M 181 64 43
6426 M 169 68 31
6427 M 162 86 44
6428 M 171 81 31
6429 M 160 60 48
6430 M 174 68 30
6431 M 160 71 49
6432 M 174 77 37
6433 M 182 67 38
6434 M 166 70 44
6435 M 187 70 34
6436 M 182 78 30
6437 M 175 65 38
6438 M 168 78 48
6439 M 168 88 32
6440 M 187 69 31
6441 F 161 46 26
6442 M 178 62 48
6443 M 161 86 44
6444 M 170 63 43
6445 M 185 68 48
6446 F 170 47 30
6447 M 171 69 28
6448 M 172 72 41
6449 M 163 80 41
6450 F 172 48 21
